xmin,ymin,xmax,ymax,name,file,width,height,class,Xcent,Ycent,boxW,boxH
1805,1503,1985,1550,plate,img_2763,4032,3024,,0.46999007936507936,0.5047949735449735,0.044642857142857144,0.015542328042328041
1724,1683,2270,1813,plate,img_2372,4032,3024,,0.49528769841269843,0.578042328042328,0.13541666666666666,0.04298941798941799
1624,1615,2049,1726,plate,img_2002,4032,3024,,0.4554811507936508,0.5524140211640212,0.10540674603174603,0.03670634920634921
1759,1656,1998,1711,plate,img_1959,4032,3024,,0.46589781746031744,0.5567129629629629,0.05927579365079365,0.018187830687830687
1826,1305,2154,1393,plate,img_1674,4032,3024,,0.4935515873015873,0.4460978835978836,0.08134920634920635,0.0291005291005291
1837,1439,1951,1469,plate,img_2277,4032,3024,,0.4697420634920635,0.4808201058201058,0.028273809523809524,0.00992063492063492
1754,1605,2234,1733,plate,img_1666,4032,3024,,0.4945436507936508,0.5519179894179894,0.11904761904761904,0.042328042328042326
1691,1536,1876,1582,plate,img_2575,4032,3024,,0.44233630952380953,0.515542328042328,0.045882936507936505,0.01521164021164021
1796,1726,2251,1851,plate,img_1832,4032,3024,,0.5018601190476191,0.5914351851851852,0.11284722222222222,0.04133597883597884
1740,1650,2085,1742,plate,img_1857,4032,3024,,0.47433035714285715,0.5608465608465608,0.08556547619047619,0.03042328042328042
1707,1568,2135,1664,plate,img_2682,4032,3024,,0.47643849206349204,0.5343915343915344,0.10615079365079365,0.031746031746031744
1869,1425,2028,1471,plate,img_1827,4032,3024,,0.48325892857142855,0.47883597883597884,0.03943452380952381,0.01521164021164021
1890,1661,2102,1731,plate,img_2548,4032,3024,,0.49503968253968256,0.5608465608465608,0.05257936507936508,0.023148148148148147
1895,1729,2150,1799,plate,img_2931,4032,3024,,0.5016121031746031,0.5833333333333334,0.06324404761904762,0.023148148148148147
1812,1635,2060,1696,plate,img_1650,4032,3024,,0.4801587301587302,0.550760582010582,0.061507936507936505,0.02017195767195767
1922,1327,2124,1384,plate,img_2261,4032,3024,,0.5017361111111112,0.4482473544973545,0.05009920634920635,0.018849206349206348
1800,1595,2126,1677,plate,img_1945,4032,3024,,0.4868551587301587,0.541005291005291,0.08085317460317461,0.027116402116402115
1776,1709,2007,1774,plate,img_2941,4032,3024,,0.46912202380952384,0.5758928571428571,0.057291666666666664,0.021494708994708994
1807,1589,2013,1649,plate,img_2774,4032,3024,,0.47371031746031744,0.5353835978835979,0.05109126984126984,0.01984126984126984
1864,1545,2057,1587,plate,img_2614,4032,3024,,0.48623511904761907,0.5178571428571429,0.047867063492063495,0.013888888888888888
1818,1452,1961,1494,plate,img_1966,4032,3024,,0.46862599206349204,0.4871031746031746,0.03546626984126984,0.013888888888888888
1773,1759,1990,1819,plate,img_2554,4032,3024,,0.46664186507936506,0.5916005291005291,0.05381944444444445,0.01984126984126984
1880,1643,2105,1701,plate,img_1929,4032,3024,,0.494171626984127,0.5529100529100529,0.05580357142857143,0.01917989417989418
1707,1524,1922,1579,plate,img_1964,4032,3024,,0.45002480158730157,0.5130621693121693,0.053323412698412696,0.018187830687830687
1639,1755,2155,1896,plate,img_1980,4032,3024,,0.4704861111111111,0.6036706349206349,0.12797619047619047,0.04662698412698413
1832,1383,1978,1421,plate,img_1951,4032,3024,,0.4724702380952381,0.4636243386243386,0.036210317460317464,0.012566137566137565
1714,1529,2140,1625,plate,img_2463,4032,3024,,0.4779265873015873,0.521494708994709,0.1056547619047619,0.031746031746031744
1824,1439,1982,1482,plate,img_2913,4032,3024,,0.47197420634920634,0.48296957671957674,0.039186507936507936,0.014219576719576719
1831,1653,2077,1717,plate,img_2014,4032,3024,,0.48462301587301587,0.5572089947089947,0.06101190476190476,0.021164021164021163
1775,1524,1923,1568,plate,img_2631,4032,3024,,0.4585813492063492,0.5112433862433863,0.03670634920634921,0.01455026455026455
1775,1545,1975,1597,plate,img_2025,4032,3024,,0.4650297619047619,0.519510582010582,0.0496031746031746,0.017195767195767195
1763,1459,1903,1496,plate,img_2713,4032,3024,,0.45461309523809523,0.4885912698412698,0.034722222222222224,0.012235449735449735
1798,1697,2098,1776,plate,img_2470,4032,3024,,0.48313492063492064,0.574239417989418,0.0744047619047619,0.026124338624338623
1780,1544,1904,1569,plate,img_2458,4032,3024,,0.4568452380952381,0.5147156084656085,0.030753968253968252,0.008267195767195767
1837,1483,2085,1552,plate,img_1715,4032,3024,,0.486359126984127,0.501818783068783,0.061507936507936505,0.022817460317460316
1786,1591,2070,1680,plate,img_2725,4032,3024,,0.4781746031746032,0.5408399470899471,0.07043650793650794,0.02943121693121693
1795,1500,1951,1538,plate,img_1992,4032,3024,,0.4645337301587302,0.5023148148148148,0.03869047619047619,0.012566137566137565
1800,1424,2074,1492,plate,img_2683,4032,3024,,0.48040674603174605,0.48214285714285715,0.0679563492063492,0.022486772486772486
1728,1808,2085,1889,plate,img_1903,4032,3024,,0.4728422619047619,0.611276455026455,0.08854166666666667,0.026785714285714284
1758,1487,1977,1539,plate,img_2882,4032,3024,,0.46316964285714285,0.5003306878306878,0.05431547619047619,0.017195767195767195
1856,1467,2016,1513,plate,img_2310,4032,3024,,0.4801587301587302,0.49272486772486773,0.03968253968253968,0.01521164021164021
1772,1808,2246,1919,plate,img_1603,4032,3024,,0.4982638888888889,0.6162367724867724,0.11755952380952381,0.03670634920634921
1834,1524,2170,1612,plate,img_1831,4032,3024,,0.4965277777777778,0.5185185185185185,0.08333333333333333,0.0291005291005291
1633,1595,1900,1667,plate,img_2568,4032,3024,,0.4381200396825397,0.5393518518518519,0.0662202380952381,0.023809523809523808
1807,1688,2024,1732,plate,img_2468,4032,3024,,0.47507440476190477,0.5654761904761905,0.05381944444444445,0.01455026455026455
1757,1507,2028,1576,plate,img_2306,4032,3024,,0.4693700396825397,0.509755291005291,0.06721230158730158,0.022817460317460316
1745,1529,2079,1620,plate,img_2300,4032,3024,,0.4742063492063492,0.5206679894179894,0.08283730158730158,0.03009259259259259
1697,1534,1896,1588,plate,img_2709,4032,3024,,0.44556051587301587,0.5162037037037037,0.04935515873015873,0.017857142857142856
1819,1499,1940,1535,plate,img_1968,4032,3024,,0.4661458333333333,0.5016534391534392,0.030009920634920636,0.011904761904761904
1759,1627,1965,1677,plate,img_2586,4032,3024,,0.4618055555555556,0.5462962962962963,0.05109126984126984,0.016534391534391533
1879,1636,2256,1749,plate,img_1656,4032,3024,,0.5127728174603174,0.5596891534391535,0.09350198412698413,0.03736772486772487
1730,1594,1975,1659,plate,img_1922,4032,3024,,0.45944940476190477,0.5378637566137566,0.06076388888888889,0.021494708994708994
1866,1588,1986,1616,plate,img_2876,4032,3024,,0.47767857142857145,0.5297619047619048,0.02976190476190476,0.009259259259259259
1813,1655,2081,1732,plate,img_2664,4032,3024,,0.48288690476190477,0.5600198412698413,0.06646825396825397,0.02546296296296296
1743,1412,2069,1486,plate,img_2899,4032,3024,,0.47271825396825395,0.4791666666666667,0.08085317460317461,0.02447089947089947
1773,1496,2097,1577,plate,img_2305,4032,3024,,0.4799107142857143,0.5081018518518519,0.08035714285714286,0.026785714285714284
1936,1652,2187,1717,plate,img_2669,4032,3024,,0.5112847222222222,0.5570436507936508,0.06225198412698413,0.021494708994708994
2028,1551,2221,1602,plate,img_1930,4032,3024,,0.5269097222222222,0.5213293650793651,0.047867063492063495,0.016865079365079364
1744,1683,1924,1728,plate,img_2437,4032,3024,,0.4548611111111111,0.5639880952380952,0.044642857142857144,0.01488095238095238
1841,1495,1988,1536,plate,img_2278,4032,3024,,0.4748263888888889,0.5011574074074074,0.036458333333333336,0.013558201058201057
1813,1530,2007,1574,plate,img_1845,4032,3024,,0.47371031746031744,0.5132275132275133,0.04811507936507937,0.01455026455026455
1854,1573,1994,1611,plate,img_2657,4032,3024,,0.4771825396825397,0.5264550264550265,0.034722222222222224,0.012566137566137565
1704,1574,1957,1638,plate,img_2452,4032,3024,,0.4539930555555556,0.531084656084656,0.06274801587301587,0.021164021164021163
1776,1732,2017,1792,plate,img_2477,4032,3024,,0.4703621031746032,0.5826719576719577,0.0597718253968254,0.01984126984126984
1678,1509,2282,1677,plate,img_2255,4032,3024,,0.49107142857142855,0.5267857142857143,0.1498015873015873,0.05555555555555555
1879,1485,2047,1527,plate,img_2783,4032,3024,,0.4868551587301587,0.498015873015873,0.041666666666666664,0.013888888888888888
1322,1898,1863,2028,plate,img_2320,4032,3024,,0.3949652777777778,0.6491402116402116,0.1341765873015873,0.04298941798941799
1767,1419,1951,1469,plate,img_2723,4032,3024,,0.46106150793650796,0.4775132275132275,0.04563492063492063,0.016534391534391533
1789,1509,2142,1594,plate,img_2519,4032,3024,,0.48747519841269843,0.5130621693121693,0.08754960317460317,0.028108465608465607
1930,1605,2134,1653,plate,img_1607,4032,3024,,0.503968253968254,0.5386904761904762,0.050595238095238096,0.015873015873015872
1733,1491,1832,1518,plate,img_2333,4032,3024,,0.44208829365079366,0.4975198412698413,0.024553571428571428,0.008928571428571428
1782,1607,2047,1677,plate,img_2445,4032,3024,,0.4748263888888889,0.542989417989418,0.06572420634920635,0.023148148148148147
1783,1389,1962,1439,plate,img_2404,4032,3024,,0.4644097222222222,0.4675925925925926,0.04439484126984127,0.016534391534391533
1948,1536,2100,1572,plate,img_1926,4032,3024,,0.501984126984127,0.5138888888888888,0.037698412698412696,0.011904761904761904
1795,1407,1998,1456,plate,img_2883,4032,3024,,0.4703621031746032,0.47337962962962965,0.050347222222222224,0.016203703703703703
1839,1594,2079,1660,plate,img_2750,4032,3024,,0.48586309523809523,0.5380291005291006,0.05952380952380952,0.021825396825396824
1873,1651,2157,1716,plate,img_1601,4032,3024,,0.49975198412698413,0.5567129629629629,0.07043650793650794,0.021494708994708994
1826,1516,1943,1544,plate,img_2494,4032,3024,,0.4673859126984127,0.5059523809523809,0.029017857142857144,0.009259259259259259
1844,1457,2024,1520,plate,img_2629,4032,3024,,0.47966269841269843,0.492228835978836,0.044642857142857144,0.020833333333333332
1803,1623,1955,1665,plate,img_2601,4032,3024,,0.4660218253968254,0.5436507936507936,0.037698412698412696,0.013888888888888888
1810,1634,1970,1675,plate,img_2504,4032,3024,,0.46875,0.5471230158730159,0.03968253968253968,0.013558201058201057
1903,1484,2058,1521,plate,img_2016,4032,3024,,0.4911954365079365,0.4968584656084656,0.03844246031746032,0.012235449735449735
1891,1655,2236,1741,plate,img_1647,4032,3024,,0.511780753968254,0.5615079365079365,0.08556547619047619,0.028439153439153438
1769,1651,2042,1728,plate,img_2434,4032,3024,,0.47259424603174605,0.55869708994709,0.06770833333333333,0.02546296296296296
1817,1717,1936,1744,plate,img_2579,4032,3024,,0.4654017857142857,0.572255291005291,0.029513888888888888,0.008928571428571428
1539,1871,2330,2075,plate,img_2857,4032,3024,,0.47978670634920634,0.65244708994709,0.19618055555555555,0.06746031746031746
1783,1350,1973,1397,plate,img_2547,4032,3024,,0.46577380952380953,0.45419973544973546,0.04712301587301587,0.015542328042328041
1684,1754,2181,1888,plate,img_2625,4032,3024,,0.4792906746031746,0.6021825396825397,0.1232638888888889,0.04431216931216931
1611,1597,2038,1710,plate,img_2426,4032,3024,,0.4525049603174603,0.546792328042328,0.10590277777777778,0.03736772486772487
1742,1576,2005,1632,plate,img_1933,4032,3024,,0.4646577380952381,0.5304232804232805,0.06522817460317461,0.018518518518518517
1740,1556,1994,1606,plate,img_1886,4032,3024,,0.46304563492063494,0.5228174603174603,0.06299603174603174,0.016534391534391533
1792,1693,1991,1743,plate,img_2502,4032,3024,,0.46912202380952384,0.5681216931216931,0.04935515873015873,0.016534391534391533
1915,1527,2102,1569,plate,img_1711,4032,3024,,0.49813988095238093,0.5119047619047619,0.046378968253968256,0.013888888888888888
1845,1480,2027,1525,plate,img_1924,4032,3024,,0.4801587301587302,0.4968584656084656,0.04513888888888889,0.01488095238095238
1838,1599,2067,1665,plate,img_2383,4032,3024,,0.48425099206349204,0.5396825396825397,0.05679563492063492,0.021825396825396824
1741,1425,2162,1536,plate,img_1640,4032,3024,,0.48400297619047616,0.4895833333333333,0.10441468253968254,0.03670634920634921
1824,1525,2076,1584,plate,img_2012,4032,3024,,0.4836309523809524,0.5140542328042328,0.0625,0.01951058201058201
1444,2017,2413,2238,plate,img_2858,4032,3024,,0.4782986111111111,0.7035383597883598,0.24032738095238096,0.07308201058201058
1724,1322,2113,1429,plate,img_2256,4032,3024,,0.4758184523809524,0.4548611111111111,0.09647817460317461,0.035383597883597885
1775,1595,2067,1672,plate,img_1835,4032,3024,,0.47643849206349204,0.5401785714285714,0.07242063492063493,0.02546296296296296
1120,1959,1844,2162,plate,img_2321,4032,3024,,0.36755952380952384,0.6813822751322751,0.17956349206349206,0.06712962962962964
1959,1472,2134,1516,plate,img_1608,4032,3024,,0.5075644841269841,0.49404761904761907,0.043402777777777776,0.01455026455026455
1772,1708,2304,1826,plate,img_1615,4032,3024,,0.5054563492063492,0.5843253968253969,0.13194444444444445,0.03902116402116402
1751,1607,2178,1724,plate,img_2010,4032,3024,,0.48722718253968256,0.550760582010582,0.10590277777777778,0.03869047619047619
1801,1528,2059,1591,plate,img_1862,4032,3024,,0.47867063492063494,0.515707671957672,0.06398809523809523,0.020833333333333332
1806,1495,1965,1538,plate,img_2793,4032,3024,,0.46763392857142855,0.5014880952380952,0.03943452380952381,0.014219576719576719
1866,1696,2097,1769,plate,img_2932,4032,3024,,0.4914434523809524,0.5729166666666666,0.057291666666666664,0.02414021164021164
1847,1604,2106,1675,plate,img_2940,4032,3024,,0.490203373015873,0.5421626984126984,0.0642361111111111,0.023478835978835978
1814,1619,2114,1701,plate,img_2268,4032,3024,,0.4871031746031746,0.548941798941799,0.0744047619047619,0.027116402116402115
1840,1541,1996,1572,plate,img_2872,4032,3024,,0.4756944444444444,0.5147156084656085,0.03869047619047619,0.01025132275132275
1844,1523,1981,1552,plate,img_2874,4032,3024,,0.47433035714285715,0.5084325396825397,0.0339781746031746,0.00958994708994709
1900,1492,2095,1537,plate,img_1613,4032,3024,,0.49541170634920634,0.5008267195767195,0.04836309523809524,0.01488095238095238
1807,1306,1965,1352,plate,img_2588,4032,3024,,0.4677579365079365,0.439484126984127,0.039186507936507936,0.01521164021164021
1849,1512,1974,1537,plate,img_2691,4032,3024,,0.4740823412698413,0.5041335978835979,0.031001984126984128,0.008267195767195767
1661,1883,2088,2007,plate,img_2430,4032,3024,,0.46490575396825395,0.6431878306878307,0.10590277777777778,0.041005291005291
1827,1480,1968,1520,plate,img_2561,4032,3024,,0.47061011904761907,0.49603174603174605,0.034970238095238096,0.013227513227513227
1783,1696,2209,1790,plate,img_2621,4032,3024,,0.49503968253968256,0.5763888888888888,0.1056547619047619,0.031084656084656083
1550,2220,2330,2403,plate,img_2474,4032,3024,,0.48115079365079366,0.7643849206349206,0.19345238095238096,0.060515873015873016
1732,1510,1986,1578,plate,img_1963,4032,3024,,0.46106150793650796,0.5105820105820106,0.06299603174603174,0.022486772486772486
1889,1392,2067,1439,plate,img_1910,4032,3024,,0.4905753968253968,0.46808862433862436,0.0441468253968254,0.015542328042328041
1578,2377,2284,2553,plate,img_2432,4032,3024,,0.4789186507936508,0.8151455026455027,0.17509920634920634,0.0582010582010582
